	1	10	100	1000	10000	100000	500000	1000000	1500000	2000000	2500000	3000000	3500000	4000000	4500000	5000000
1	0.00000000	0.00000000	0.10000000	0.12899999	0.12909999	0.13290000	0.13193201	0.13089000	0.13089934	0.13104250	0.13083120	0.13096599	0.13112772	0.13131724	0.13115577	0.13098460	
2	0.00000000	0.20000000	0.22000000	0.14399999	0.13440000	0.13056999	0.13146400	0.13079301	0.13112134	0.13098399	0.13103519	0.13116734	0.13111886	0.13101925	0.13074000	0.13111641	
4	0.00000000	0.00000000	0.08000000	0.12200000	0.12300000	0.13005000	0.13083000	0.13100700	0.13099401	0.13101400	0.13090160	0.13094100	0.13099286	0.13093050	0.13104844	0.13101240	
6	1.00000000	0.20000000	0.11000000	0.09900000	0.12819999	0.12955000	0.13166800	0.13131601	0.13160467	0.13134800	0.13118839	0.13111667	0.13105200	0.13119350	0.13109890	0.13101460	
8	0.00000000	0.30000001	0.19000000	0.13699999	0.13110000	0.13279000	0.13131601	0.13106400	0.13141534	0.13123700	0.13126160	0.13137300	0.13126372	0.13130049	0.13114044	0.13108200	
